Order ID,Product ID,Product Category,Quantity,Unit Price,Total Price,Order Date,Customer ID,Payment Type,Order Status
c0f2ef36-114d-4862-815c-c8c63f10ba5c,dc6db32b-68ef-4885-bbb1-e5dac27f618a,Sports & Outdoors,5,£274.64,"£1,373.19",11/08/2023,3a8fe7ff-3683-4fc8-b77d-09a70714901c,PayPal,Refunded
3ec631ce-fa82-4f22-ad99-43ec72dee857,ec6cf0da-dfd1-4f3e-ad64-ff74d3d2e057,Clothing,4,£287.46,"£1,149.86",05/09/2023,a19e5b44-3753-42fd-9ef4-8c25e90dcc05,Credit Card,Completed
7ae89600-1979-4879-be3c-fc6ee5a490bf,ff43c2d5-cdd5-4c11-8d93-8d0e3cb2344a,Clothing,3,£488.20,"£1,464.61",20/01/2023,367343ed-6f08-445c-88a5-b4d6d05a18fd,PayPal,Cancelled
1a035a7d-c8dc-406f-8e56-73fe725edc9b,5f350171-1c2c-4282-bf19-28b6d8f56e4a,Books,2,£338.00,£676.00,15/07/2023,7d4951f0-e568-44a7-bbe0-fbae35b18da5,Gift Card,Pending
6e94576a-3994-413c-b829-0fb7ce092ea5,ba058077-36d0-486f-bd25-fd8ce27bc8c8,Sports & Outdoors,4,£108.52,£434.06,03/03/2023,f5ec0e9f-c2af-4be8-9dd9-db9fb68babf8,Credit Card,Refunded
7b16ddcb-e572-4cda-8454-3bd4df02da49,2f0ad09f-cc53-4798-b853-b06f2a36f59d,Clothing,4,£314.60,"£1,258.39",19/01/2023,e75e4f8e-cc1c-4ce4-a77d-8e3ea05facc6,Credit Card,Completed
672ae50a-dade-4ea4-8e87-333ffe6e6188,830e02d0-9892-46c9-8bd6-6471ec1d2ea4,Books,3,£396.70,"£1,190.10",25/12/2023,0a1383bf-a95c-49f9-87c2-b5423c7e0c01,Credit Card,Completed
895641b6-c67d-4d4c-bcdf-11c68cc159ca,ff8972d9-1f2a-495d-80e5-0bdb368b30b8,Beauty & Health,5,£91.95,£459.76,13/11/2023,0f648ac9-6db1-4771-842b-cd682c704eaf,Gift Card,Cancelled
dacf8514-011e-483c-b266-e26b01e157fc,ca5bdf6a-0394-4684-8fbf-ff7685353708,Beauty & Health,2,£490.56,£981.12,11/12/2023,0db938ae-5e63-45c3-99a9-2f79037b16bb,Gift Card,Refunded
9778c7f6-7ddd-4517-91c4-61222a760dd5,6767fc84-0bee-44e8-b3c1-bf392e4cd0a4,Electronics,5,£77.68,£388.39,06/01/2023,2e9f0601-95ee-4286-b1d8-296d09cd6c6c,Debit Card,Pending
cc7c52e5-abe0-4ac6-96c6-cd07ae83a092,df060b4e-40f0-4f68-a679-a68e4255db75,Clothing,3,£246.84,£740.51,29/08/2023,72b934bd-11fb-49e6-90c5-c00bb05c6631,Credit Card,Refunded
063271d1-9286-4a40-85da-19da446fd585,a13a51b0-de66-4184-a37a-7272474ddf14,Books,4,£394.48,"£1,577.91",31/05/2023,571a3eda-2e9e-4d0b-806f-5d790dc3e716,Gift Card,Pending
9789ef75-7c78-4244-a8c1-26482f5a9263,3a01a8b5-c3fb-4895-9557-0af94a79ea19,Beauty & Health,2,£430.47,£860.94,12/09/2023,8ffab66b-51d9-47a2-8880-d3a213e3f02a,PayPal,Completed
4e148995-00a5-47fd-b8e4-80f35eb3d174,f2691d6e-510e-49c8-a4d9-6af35f5060ac,Electronics,1,£88.83,£88.83,13/05/2023,9a9d4bf3-1e5e-47a6-a0ff-9cb8fed3754e,Credit Card,Pending
48986d0a-1e8d-45ff-8ba8-0fb2439f79fa,b5aea8ae-cdad-428a-8eb0-52b46dacd3ec,Sports & Outdoors,2,£24.24,£48.48,07/12/2023,2c63b50c-6787-4c75-90ac-9026e3ecc0a9,Debit Card,Refunded
57a536cd-8346-439e-b65d-0aa49b855923,60b37081-79b8-47eb-8576-5c990db3213c,Beauty & Health,5,£494.86,"£2,474.28",28/12/2023,d9e5c32d-bc98-46f6-9eaa-662b8c51db7c,PayPal,Refunded
c9a5ed38-f706-4521-bbf6-f236d163b184,3a8948b7-d5b4-4ea1-83b0-43f99dde69b5,Sports & Outdoors,4,£178.25,£712.98,05/02/2023,25901d74-68b0-4de5-b084-c2d71959aa7e,Gift Card,Completed
6c285796-c19b-43cc-a6c8-ae36a8ca1778,e812571b-1894-439a-824c-a88cd560fecb,Books,3,£377.97,"£1,133.90",23/07/2023,c491d5ff-fb79-46d4-9674-011d418f6679,Credit Card,Pending
c7b91b38-5ef4-4e62-a43b-0ad30c9a2c8a,e02b1aa5-30a2-4211-ad1c-d6bc57b80439,Beauty & Health,5,£187.44,£937.18,30/03/2023,69db864d-b2ab-4dd1-9b16-d277545a040b,Gift Card,Completed
2f414637-e7ef-490f-a3f8-d0a0bbf6ff66,76065bf6-1566-4c86-8634-aa931e06bfb0,Electronics,2,£100.87,£201.75,21/11/2023,cbdd3313-8696-4f5c-b4e8-682d3d58d13c,Gift Card,Pending
fd5d6ec2-be16-47aa-b31b-bb2ceebcfc30,f4f651df-02c7-4153-922e-eaea8c64a267,Books,5,£93.35,£466.76,20/07/2023,fd2aa30c-3d75-4a02-9d80-ec9b103da040,Gift Card,Completed
c0a63188-8fd9-492d-9615-405fc5d93938,dfcb8406-c9e5-4ab2-8d99-f3261a19ac6c,Beauty & Health,3,£420.03,"£1,260.08",28/12/2023,c19eba3e-4d6a-4e27-b047-51d8705f4bf9,PayPal,Completed
fc39cc3f-3957-4174-a5e0-587664ffe5ba,332c92a5-57f9-4887-aba8-b607c07e5e58,Sports & Outdoors,1,£422.06,£422.06,11/07/2023,be796424-8537-4d55-ab40-acefeb6f57f8,PayPal,Pending
94c32b70-c826-4ed5-9c13-8de2079f2bd3,f0a4565a-428d-4160-9db5-71d9783b6eb7,Clothing,4,£360.33,"£1,441.31",23/12/2023,69a1f3a8-5774-4531-bb3b-49d616efef24,Gift Card,Cancelled
b0a7e0da-444c-4071-9fd5-ab46eef30302,e0eb75d0-fa96-4975-8bf7-6d7021a06941,Home & Kitchen,5,£14.18,£70.88,28/10/2023,18f22ef5-0290-46f5-beff-6f2e470e29df,Gift Card,Pending
fa62e274-c5b7-4322-90bd-ac2ac43c2641,f836cb5c-7c01-4064-b9ad-61b18d3be9f5,Electronics,2,£279.09,£558.18,15/01/2023,6c5de615-e5d5-4313-9d17-ec6997ed57d7,Gift Card,Pending
3472032e-d8d2-4480-8ba5-fc78d03948b8,c792673a-a80b-42be-9f64-5ed3a8d1b454,Books,1,£47.80,£47.80,27/03/2023,7c42a292-0b78-45d7-b3b3-110415004db9,Debit Card,Completed
0dac5e94-682d-4ea5-ac62-0bc1a7ba9f31,41a2e33f-be97-4866-ad80-de5f1138dace,Sports & Outdoors,4,£270.77,"£1,083.10",05/07/2023,3d62087f-bd75-483d-a6df-16f36bd34c96,Debit Card,Pending
4d536e78-5632-4b2b-a209-6f673243a2f6,10be42a6-cf81-426f-a240-661c3db486d3,Beauty & Health,5,£203.49,"£1,017.43",31/01/2023,255237f1-cf16-4b68-ab2e-bde7be198954,Credit Card,Completed
54e5ba77-b36c-4971-a860-a5fc2ecd197c,3df234ea-da6a-4ec0-8d59-e35a34a4307e,Clothing,1,£280.23,£280.23,26/03/2023,abd443c7-d811-40d5-9e60-f55fcebda6dd,Debit Card,Refunded
75cdb9d6-cd9b-472b-839e-498cf067f4d0,23367458-61dd-44c6-857c-3dd3018f52e4,Electronics,2,£91.27,£182.54,23/03/2023,568a65d4-623e-4a03-af38-dbafc480b11c,Gift Card,Pending
0086f42b-6e6f-4e3b-9c06-378ee8d874b5,ff650cfb-644c-4e0a-87e1-9ab8eee15f31,Home & Kitchen,1,£64.49,£64.49,05/12/2023,b02285df-dd58-4ac6-b624-d69266ed2c72,Credit Card,Completed
1c918a94-d617-4805-b896-790ee54a21c1,582ba271-a1d4-454d-8951-523314c2a368,Books,2,£109.04,£218.09,10/03/2023,37dd78ca-860d-4458-a22b-35b974ae28ef,Credit Card,Completed
d6daeae2-4b17-4d68-88d9-06411a1cd165,e6b611b2-17b4-4945-8e2f-af3f7108c195,Books,2,£157.55,£315.09,04/02/2023,c9e2eff6-3d33-401f-884f-1f528a44529d,Credit Card,Pending
ddf46f7b-592e-476d-a739-3b494f4744fe,7f5d3dfd-658f-40c4-9113-8774d81513fe,Sports & Outdoors,3,£183.18,£549.55,30/10/2023,7896ecc9-85df-4eef-ba36-728d675f33bf,Gift Card,Refunded
f761aa94-fac3-4b08-924a-af8c4b6c166c,cc90f322-7dcd-47d1-b9e1-7b21408ca9b7,Electronics,2,£414.57,£829.15,07/01/2023,e1fc3471-e68f-438f-b06b-6eba4ee92c2b,Gift Card,Completed
325d3b8c-74ed-40b7-93c6-093d817ccb68,da32a54d-ec19-4e65-bc8d-8dfb22cbee5e,Beauty & Health,1,£492.79,£492.79,09/03/2023,5f83d830-9944-406e-87ab-f86f96a763a5,Debit Card,Pending
96ef2f56-6c5d-40f8-99b2-c988bc96899a,445bfd93-ea45-4f76-82a6-47c0888cc206,Home & Kitchen,2,£332.73,£665.47,17/02/2023,b29b66d3-7109-4f5e-bf17-5c08b80dbe9c,Debit Card,Cancelled
63a2cad0-9b88-41c4-817f-62d0a489bfc3,c829d231-4683-491e-a626-fa72df8216b3,Clothing,3,£437.73,"£1,313.20",13/02/2023,2f46d5f3-80df-44b1-9da9-1a1d1943f74f,Credit Card,Refunded
999ce60a-546e-4264-af67-d5f42e91a35e,203912f1-ff0e-4eca-91ba-f2846751b278,Clothing,1,£451.33,£451.33,17/05/2023,da5b17bb-cfe4-40d2-9403-2d1f84b6e4de,PayPal,Refunded
f88d123f-e87c-4eb1-bbe2-96708b8ebf08,d7518a58-6ee0-4d3d-b781-f8aae726c7fa,Books,3,£434.83,"£1,304.48",21/03/2023,4bb654fc-7578-4d73-a3eb-a41a20b5cc5e,PayPal,Cancelled
ab6c7368-abd8-4097-81e3-5ea19c04aa3d,e11f27f9-007a-4f9e-95b4-e081adc23700,Beauty & Health,1,£295.19,£295.19,03/09/2023,2f1df65e-e68c-4df2-b77e-fc3c94b1759e,PayPal,Cancelled
372670a9-cdc9-4ab4-a33d-6c62d296fb8e,145c95ad-cc45-4378-9811-663e76b39c5e,Clothing,1,£51.73,£51.73,27/01/2023,0ecda570-1d02-4c4c-b660-9099dda62e79,Debit Card,Pending
8f3d76ff-9ea2-4439-b6ac-d3c90648b58e,9d005194-6b95-4321-a8b1-f8fb55b82e1d,Home & Kitchen,1,£352.88,£352.88,10/09/2023,95e81e78-ace8-439d-a364-b3d57579de0d,Gift Card,Cancelled
561364df-8e78-4b5f-9090-806a74b354ca,a8646ade-3da8-4547-8173-23773917b275,Books,1,£154.49,£154.49,06/07/2023,80955b51-7da5-4ad9-bd2d-8f0046481fa8,Credit Card,Pending
fc1b4b00-b658-49a8-9985-f0678209943b,cdb8de52-119d-43dc-996a-2a5ee7c22eba,Sports & Outdoors,3,£401.87,"£1,205.62",16/04/2023,52991e35-9e08-4006-925a-8df5dc49d27d,Debit Card,Completed
653f86d2-f4b9-4b40-9c8e-6564577656cc,7240947a-6998-46b4-8839-2f3bbbe04d0a,Clothing,3,£338.41,"£1,015.24",26/11/2023,617aa898-5dee-4e50-9032-5b5f86f5aaa3,PayPal,Completed
134a95f8-c9e3-4577-9164-a7c9c3efa2e4,58c772f3-03e0-44bc-b5b5-cfcb9b082f69,Electronics,4,£222.54,£890.17,18/05/2023,3b260d5f-1627-4137-b71c-2787a363d249,PayPal,Completed
86cb355e-1c77-4f9e-afe2-36228e60ac0d,5204ca3c-ba53-4250-bbd8-d26b2b022beb,Electronics,3,£330.99,£992.96,14/03/2023,1885c8e2-f148-4adf-9dfe-bb053bd75f2c,PayPal,Pending
741333ac-8462-40ba-8814-fafdaad9ad00,8a278c79-186d-4413-8a4e-26b6bd5043cd,Clothing,4,£50.97,£203.86,12/06/2023,36b82e05-2307-4b9c-96cd-dadee05487b6,Debit Card,Refunded
b99e4a2a-562d-4ceb-a558-12716d97124a,2b09cdbb-5f17-4d36-839e-8cbc656b2024,Beauty & Health,1,£210.66,£210.66,19/02/2023,d1640569-b314-43b8-8b3e-cfae18479664,Gift Card,Completed
832fd95a-8360-4000-af63-0d29dd771750,14f4c714-939e-4200-ba39-5a2f232572bd,Clothing,4,£259.01,"£1,036.05",04/04/2023,821f1ce0-382e-4cd6-b391-8f049c2beda5,PayPal,Refunded
f7ba2df3-d059-4447-b900-86fcf66161e7,35c261d0-e133-4b02-ad1e-9b30321fe561,Sports & Outdoors,2,£263.99,£527.98,09/11/2023,a1a03d37-9b8d-4f8a-a1da-6e11596a786e,Gift Card,Pending
dbbba4cd-2fd7-4445-aa28-aea4f79fbba5,06a8c161-3771-4a56-bc82-672b2180d006,Books,3,£419.31,"£1,257.92",30/04/2023,cfe91626-2906-4cb5-806b-ed1f8acd8236,PayPal,Completed
8181088e-b2d4-466d-9b93-50c6aa4cb03d,262638ad-260d-430e-bd1c-495747555e70,Sports & Outdoors,2,£419.39,£838.79,28/05/2023,807d7f67-89d4-404a-b36c-3cb8a67cbd80,PayPal,Cancelled
7e61bdc6-8b74-43b1-b630-4065ba2d1bb2,d57fa377-dd0a-4794-9c2f-c0ecc50d4c23,Sports & Outdoors,1,£448.00,£448.00,27/07/2023,3cc14edc-0ad2-47fc-95e7-c8f8eab1014b,Debit Card,Completed
c1d3e8b3-d249-4c91-9981-1663548b2f58,6aac5d99-8d06-453f-b0c6-eab2b12d8b00,Electronics,3,£244.48,£733.43,17/04/2023,d90d436f-2f54-4152-b4ac-e35641e98d83,Gift Card,Refunded
8cb0ecbe-eed8-4989-91d8-f0130d7f6cf0,ba77dce3-650b-4197-ab33-c934f86ef354,Electronics,2,£449.14,£898.28,09/03/2023,69ff6c05-9e65-46d7-ba34-0873dd8064ee,Gift Card,Pending
a63f4032-2b83-44ed-8b70-00236c4ea5b8,50d34081-92fd-4ec0-a2c6-488e6ff8e756,Home & Kitchen,1,£33.38,£33.38,16/12/2023,211fc118-4431-4935-a503-7a3c9d36698b,Debit Card,Cancelled
e83acb79-b549-4d36-870c-07c4e92b01fa,3866713a-9adb-4367-9c15-ce42c516f437,Books,2,£139.92,£279.85,21/02/2023,aadd6d49-be22-4911-93a7-bf8a2c9bb43e,Debit Card,Cancelled
5ade65ec-935d-483e-a4a1-9bb4b289dccb,cf95d125-4c2a-4203-ae27-5230a762d371,Sports & Outdoors,4,£172.56,£690.25,27/06/2023,c5b278aa-18fb-4647-9049-0daeb8fc1795,Gift Card,Cancelled
ff6d6b3b-0f35-42f0-bb1d-ba31009b12e2,6e984530-014a-4706-9666-0a39f666294e,Books,5,£193.10,£965.51,11/03/2023,ce70dbd0-2d71-42cc-9bf7-b606bdd8dc3a,Credit Card,Completed
300f7fc9-df6f-4e96-aa88-a9e51b9f4417,ed0cd483-57ff-49e5-bcea-8454aca36277,Sports & Outdoors,4,£386.05,"£1,544.21",20/05/2023,c641bfb9-25ea-42b1-bc3c-a82d9de587a1,Gift Card,Completed
c0e27aab-7e18-46fa-b116-16fd66594dc7,78c72ef1-9c16-46bd-800e-ec6012f2fe88,Sports & Outdoors,2,£305.65,£611.30,26/01/2023,342bb829-b908-40f1-86c4-a31ef1c86208,Debit Card,Completed
dfaddd22-4c17-42c1-b42a-db19bbeb5ac0,45743adb-e61a-4fa9-962d-2b8c8eed1420,Clothing,1,£145.01,£145.01,01/08/2023,49345379-8976-420d-90d1-3f5ac2c564da,Gift Card,Cancelled
09cbd375-7c84-4cfd-a971-4f911539cda5,5fe5d053-2941-4f40-9a72-310212f31c62,Sports & Outdoors,2,£26.22,£52.43,06/01/2023,5fa75438-22bc-4e8a-9745-48a2fb134f5d,Gift Card,Pending
d11a8d27-b382-4e15-8aa8-718b6829067f,10eb9602-bd99-4806-802e-ccffcff99dd4,Clothing,4,£322.21,"£1,288.85",15/07/2023,e1c87886-f4b8-44b2-b8f6-a8002be4b6b6,Gift Card,Pending
ef579fd6-8618-4df8-ad0d-e3a72d98d1e5,3dcdba9e-d679-437c-9103-d04f975f5be1,Sports & Outdoors,4,£119.66,£478.64,01/02/2023,6df52b25-efd5-4fd5-9612-b3e13c1bc3fc,Debit Card,Cancelled
57cabbc3-ecef-4e7b-b76b-b808423da6d2,74da7c81-bdf9-428d-95b4-7b83830c8565,Sports & Outdoors,5,£309.42,"£1,547.12",26/09/2023,0d304446-e474-44be-a27f-686620c885a4,Gift Card,Completed
3c8d1754-cfad-44e8-af97-b69990251dec,2654266d-e5cf-4d45-a110-c5a80b501209,Books,1,£216.15,£216.15,31/08/2023,63894639-7478-4a83-92ca-b74a6334efec,PayPal,Completed
76943afa-b18c-4519-996d-6fac40d3d26b,c19b9707-7d00-45fe-8f79-4e65d57ebe8a,Books,1,£426.71,£426.71,12/02/2023,65d9bc4d-5c93-4cd7-b610-ce6d474901a2,Debit Card,Refunded
73a28556-5f69-48f4-a21b-5dad0483e833,8dbc3aee-ad93-4c76-9e77-6dfcddf47a4c,Books,1,£393.74,£393.74,23/12/2023,649cb96a-ad77-47f0-a5e7-666539eb2756,Gift Card,Completed
65400940-acbf-41cf-af17-89a2f2e2deaa,3e3d99a4-d4ae-4e58-85f2-de87ad3f1c34,Sports & Outdoors,5,£231.62,"£1,158.12",10/12/2023,52e31bb1-c200-4fb6-8fe9-8a613a6237e9,Debit Card,Refunded
9e0385d0-1672-45e2-b556-b620ae62669e,60b25e44-a956-4f8b-9f85-29c909e8b44a,Electronics,3,£349.13,"£1,047.38",07/05/2023,54c1df0b-6d0c-4557-af61-c7507efdc978,Debit Card,Refunded
dd669993-c6ce-437c-9bd2-7d01b10eede4,895312ab-b915-4b93-a467-fe7a43674d41,Sports & Outdoors,5,£171.38,£856.88,12/08/2023,275c7efe-2f04-4639-bb58-e4db59329512,Gift Card,Cancelled
408c0374-d638-4a69-b7d5-ae98e253fc64,934149a6-02b8-4e65-9308-829dcfa68679,Clothing,3,£429.65,"£1,288.94",01/11/2023,0a6e09a2-8cd7-42f9-9aef-754abaa53f58,Debit Card,Completed
69215a9a-22aa-48c8-9b11-09837c7c29e3,cb1fad0e-4877-4b5f-897b-782ab9732322,Sports & Outdoors,2,£487.88,£975.76,17/11/2023,2611ed08-a52c-4b15-b196-470a4a684525,PayPal,Refunded
1124c435-7d12-44c6-af0e-e0604d1dd4fa,22462308-e7fb-46ea-a951-9bd0717eb70d,Books,5,£269.61,"£1,348.05",20/11/2023,cc589b7d-bf4b-488c-a0b0-aca688a4208a,Debit Card,Pending
08541057-e7c5-431f-8385-b4df34571553,94ba7743-e8d5-4eb0-9061-f8975ef58aff,Electronics,1,£164.85,£164.85,12/08/2023,f2998260-45b9-4d98-8e86-1efcf6cc6024,Gift Card,Cancelled
2efcbe56-8fe8-46d7-9fbd-4d9829a34191,bf527086-213e-43ad-b8b1-d4047115b7ea,Clothing,2,£431.87,£863.74,10/09/2023,4e51cfe3-6dd2-48e1-8dde-05f799a5c977,Debit Card,Cancelled
5deb2af2-7157-4f23-8d58-29b168286c4e,0817c3e9-6477-448f-91e3-da2b2dfac7d1,Beauty & Health,1,£105.41,£105.41,23/11/2023,be07209f-5172-4a02-a7c6-983e28c1a85d,Gift Card,Cancelled
d6ae179f-6f1e-4e2a-b691-3ebc8d3c63b3,d7df0316-249d-4be5-a824-eebe43e8afdb,Sports & Outdoors,3,£446.56,"£1,339.68",03/12/2023,83f08089-3bfd-48cf-81d6-1496f1c23eb8,PayPal,Pending
13c45646-099a-46ae-a3f3-8fafab135409,12a517cd-9b7c-485c-baee-f51b93142aa9,Home & Kitchen,1,£402.53,£402.53,15/04/2023,1cf55486-cfbb-4376-a019-73badbe7296f,Debit Card,Completed
5a3a4658-c11e-400b-8488-b23660c0c7a4,6b045147-3d11-409a-b010-dde726f79a1a,Books,2,£193.14,£386.29,09/06/2023,e47af97c-9875-434b-be53-0045faa50c8a,Credit Card,Pending
b1a1a6d3-b295-477a-b305-a9dd916def8a,8e6aeca8-c89b-4638-96b5-322138938049,Electronics,5,£387.51,"£1,937.53",22/01/2023,f4f0e771-ac4c-4f1c-9ff6-1ff5c58e9649,Credit Card,Cancelled
22bd48e7-95c8-46b9-9f1d-7eed9899dafc,9e407790-e86f-49ec-bf61-4eec51ae33c5,Home & Kitchen,1,£104.79,£104.79,26/06/2023,6af20268-896d-48a1-8dd7-498036d4b021,Debit Card,Refunded
0b31b2c7-03fe-497f-9556-8838ccf06b5b,1e364643-24b4-401c-aeca-b50a1f2e665c,Sports & Outdoors,4,£20.42,£81.67,14/10/2023,5a717a13-eba0-4f8f-a623-fb2de70c54ef,PayPal,Refunded
59558a39-29cc-4bad-ac22-709420a985f7,6c924d3a-c2e3-408c-a7ca-e59960408812,Beauty & Health,3,£218.38,£655.14,21/08/2023,846bd5ed-6e8d-4b2e-b237-70714cead293,Gift Card,Pending
4fbcc944-5fff-40c5-b047-399df9583185,78f64b1a-35c5-4b29-872c-d2c5f7d5d83c,Clothing,1,£188.83,£188.83,14/10/2023,c255ac55-a7ce-44c0-b8b7-976f0e1bd8b5,PayPal,Completed
f68e3a6d-f040-4779-b8d1-a37914374a08,c90aefbd-782d-4e68-8fcc-6f37ec3dd009,Sports & Outdoors,2,£16.48,£32.96,15/03/2023,88c71812-a71b-4487-9702-c2bd0f2a0885,PayPal,Completed
6e7ee78e-51cf-48d1-bacc-db8ee4ca01d7,5ca7a34a-4c5b-4303-9c2d-11c68db05430,Sports & Outdoors,5,£479.59,"£2,397.94",28/08/2023,71f41692-f3c5-4b2d-a8c1-0d5e826c8cfc,Gift Card,Pending
4a134c60-4b38-4ee1-b275-90020390a19c,51e51331-4cd1-40e9-bd26-a9b7d27875d9,Books,5,£434.17,"£2,170.86",03/04/2023,eef8b5c4-c65f-4748-89ba-fc0d693f2a1b,Credit Card,Pending
e09dddce-11d5-4062-ba0d-252afeaa35d2,0d54de22-5b9e-4b00-a290-7231153d9942,Electronics,1,£93.80,£93.80,05/10/2023,20b4175d-1801-4e3a-8aa9-25e8c999f5d7,Gift Card,Completed
