product_id,store_id,date,sales,revenue,stock,price,promo_type_1,promo_bin_1,promo_type_2,promo_bin_2,promo_discount_2,promo_discount_type_2
P0015,S0093,02/01/17,0,0,8,2.6,PR14,,PR03,,,
P0015,S0094,02/01/17,0,0,6,2.6,PR14,,PR03,,,
P0015,S0096,02/01/17,0,0,12,2.6,PR14,,PR03,,,
P0015,S0097,02/01/17,0,0,23,2.6,PR14,,PR03,,,
P0015,S0099,02/01/17,0,0,11,2.6,PR14,,PR03,,,
P0015,S0102,02/01/17,0,0,13,2.6,PR14,,PR03,,,
P0015,S0104,02/01/17,0,0,11,2.6,PR14,,PR03,,,
P0015,S0107,02/01/17,0,0,3,2.6,PR14,,PR03,,,
P0015,S0108,02/01/17,0,0,5,2.6,PR14,,PR03,,,
P0015,S0110,02/01/17,0,0,12,2.6,PR14,,PR03,,,
P0015,S0113,02/01/17,0,0,25,2.6,PR14,,PR03,,,
P0015,S0115,02/01/17,0,0,33,2.6,PR14,,PR03,,,
P0015,S0116,02/01/17,0,0,9,2.6,PR14,,PR03,,,
P0015,S0117,02/01/17,0,0,7,2.6,PR14,,PR03,,,
P0015,S0119,02/01/17,0,0,13,2.6,PR14,,PR03,,,
P0015,S0120,02/01/17,0,0,4,2.6,PR14,,PR03,,,
P0015,S0122,02/01/17,0,0,5,2.6,PR14,,PR03,,,
P0015,S0124,02/01/17,0,0,6,2.6,PR14,,PR03,,,
P0015,S0125,02/01/17,0,0,11,2.6,PR14,,PR03,,,
P0015,S0126,02/01/17,0,0,33,2.6,PR14,,PR03,,,
P0015,S0130,02/01/17,1,2.41,10,2.6,PR14,,PR03,,,
P0015,S0131,02/01/17,0,0,6,2.6,PR14,,PR03,,,
P0015,S0132,02/01/17,0,0,10,2.6,PR14,,PR03,,,
P0015,S0135,02/01/17,0,0,10,2.6,PR14,,PR03,,,
P0015,S0138,02/01/17,0,0,16,2.6,PR14,,PR03,,,
P0015,S0140,02/01/17,0,0,8,2.6,PR14,,PR03,,,
P0015,S0141,02/01/17,0,0,9,2.6,PR14,,PR03,,,
P0015,S0142,02/01/17,0,0,12,2.6,PR14,,PR03,,,
P0015,S0143,02/01/17,0,0,8,2.6,PR14,,PR03,,,
P0016,S0032,02/01/17,1,1.85,19,2,PR14,,PR03,,,
P0017,S0001,02/01/17,0,0,13,1.49,PR14,,PR03,,,
P0017,S0002,02/01/17,0,0,12,1.49,PR14,,PR03,,,
P0017,S0004,02/01/17,0,0,26,1.49,PR14,,PR03,,,
P0017,S0008,02/01/17,1,1.38,17,1.49,PR14,,PR03,,,
P0017,S0010,02/01/17,0,0,21,1.49,PR14,,PR03,,,
P0017,S0012,02/01/17,1,1.38,10,1.49,PR14,,PR03,,,
P0017,S0013,02/01/17,0,0,127,1.49,PR14,,PR03,,,
P0017,S0015,02/01/17,2,2.76,9,1.49,PR14,,PR03,,,
P0017,S0018,02/01/17,0,0,23,1.49,PR14,,PR03,,,
P0017,S0020,02/01/17,3,4.14,39,1.49,PR14,,PR03,,,
P0017,S0022,02/01/17,0,0,20,1.49,PR14,,PR03,,,
P0017,S0023,02/01/17,0,0,27,1.49,PR14,,PR03,,,
P0017,S0024,02/01/17,0,0,59,1.49,PR14,,PR03,,,
P0017,S0025,02/01/17,1,1.38,7,1.49,PR14,,PR03,,,
P0017,S0026,02/01/17,0,0,59,1.49,PR14,,PR03,,,
P0017,S0027,02/01/17,1,1.38,49,1.49,PR14,,PR03,,,
P0017,S0028,02/01/17,5,4.63,0,,PR14,,PR03,,,
P0017,S0031,02/01/17,0,0,40,1.49,PR14,,PR03,,,
P0017,S0035,02/01/17,1,1.38,21,1.49,PR14,,PR03,,,
P0017,S0043,02/01/17,1,1.38,29,1.49,PR14,,PR03,,,
P0017,S0045,02/01/17,0,0,25,1.49,PR14,,PR03,,,
P0017,S0048,02/01/17,9,8.33,0,,PR14,,PR03,,,
P0017,S0049,02/01/17,0,0,44,1.49,PR14,,PR03,,,
P0017,S0050,02/01/17,0,0,41,1.49,PR14,,PR03,,,
P0017,S0051,02/01/17,1,1.38,17,1.49,PR14,,PR03,,,
P0017,S0052,02/01/17,1,1.38,13,1.49,PR14,,PR03,,,
P0017,S0055,02/01/17,0,0,46,1.49,PR14,,PR03,,,
P0017,S0056,02/01/17,1,1.38,23,1.49,PR14,,PR03,,,
P0017,S0058,02/01/17,2,2.76,49,1.49,PR14,,PR03,,,
P0017,S0060,02/01/17,0,0,24,1.49,PR14,,PR03,,,
P0017,S0062,02/01/17,2,2.76,47,1.49,PR14,,PR03,,,
P0017,S0063,02/01/17,0,0,2,1.49,PR14,,PR03,,,
P0017,S0066,02/01/17,1,1.38,16,1.49,PR14,,PR03,,,
P0017,S0067,02/01/17,0,0,9,1.49,PR14,,PR03,,,
P0017,S0070,02/01/17,0,0,49,1.49,PR14,,PR03,,,
P0017,S0072,02/01/17,5,4.63,0,,PR14,,PR03,,,
P0017,S0073,02/01/17,0,0,28,1.49,PR14,,PR03,,,
P0017,S0078,02/01/17,1,1.38,12,1.49,PR14,,PR03,,,
P0017,S0081,02/01/17,10,9.26,0,,PR14,,PR03,,,
P0017,S0082,02/01/17,1,1.38,25,1.49,PR14,,PR03,,,
P0017,S0083,02/01/17,0,0,5,1.49,PR14,,PR03,,,
P0017,S0084,02/01/17,1,1.38,30,1.49,PR14,,PR03,,,
P0017,S0085,02/01/17,1,1.38,91,1.49,PR14,,PR03,,,
P0017,S0087,02/01/17,2,2.76,5,1.49,PR14,,PR03,,,
P0017,S0088,02/01/17,0,0,38,1.49,PR14,,PR03,,,
P0017,S0091,02/01/17,0,0,1,1.49,PR14,,PR03,,,
P0017,S0093,02/01/17,1,1.38,16,1.49,PR14,,PR03,,,
P0017,S0094,02/01/17,0,0,91,1.49,PR14,,PR03,,,
P0017,S0096,02/01/17,0,0,22,1.49,PR14,,PR03,,,
P0017,S0097,02/01/17,0,0,76,1.49,PR14,,PR03,,,
P0017,S0102,02/01/17,0,0,7,1.49,PR14,,PR03,,,
P0017,S0103,02/01/17,1,1.38,112,1.49,PR14,,PR03,,,
P0017,S0104,02/01/17,0,0,83,1.49,PR14,,PR03,,,
P0017,S0105,02/01/17,0,0,6,1.49,PR14,,PR03,,,
P0017,S0106,02/01/17,2,2.76,6,1.49,PR14,,PR03,,,
P0017,S0107,02/01/17,0,0,7,1.49,PR14,,PR03,,,
P0017,S0108,02/01/17,0,0,23,1.49,PR14,,PR03,,,
P0017,S0110,02/01/17,0,0,27,1.49,PR14,,PR03,,,
P0017,S0112,02/01/17,13,12.04,0,,PR14,,PR03,,,
P0017,S0113,02/01/17,0,0,18,1.49,PR14,,PR03,,,
P0017,S0115,02/01/17,0,0,28,1.49,PR14,,PR03,,,
P0017,S0117,02/01/17,0,0,8,1.49,PR14,,PR03,,,
P0017,S0121,02/01/17,6,5.56,0,,PR14,,PR03,,,
P0017,S0122,02/01/17,0,0,6,1.49,PR14,,PR03,,,
P0017,S0123,02/01/17,5,6.9,46,1.49,PR14,,PR03,,,
P0017,S0125,02/01/17,1,1.38,28,1.49,PR14,,PR03,,,
P0017,S0126,02/01/17,2,2.76,19,1.49,PR14,,PR03,,,
P0017,S0131,02/01/17,0,0,38,1.49,PR14,,PR03,,,
P0017,S0132,02/01/17,0,0,26,1.49,PR14,,PR03,,,
P0017,S0137,02/01/17,0,0,8,1.49,PR14,,PR03,,,
P0017,S0138,02/01/17,2,2.76,35,1.49,PR14,,PR03,,,
P0017,S0139,02/01/17,2,2.76,16,1.49,PR14,,PR03,,,
P0017,S0140,02/01/17,0,0,1,1.49,PR14,,PR03,,,
P0017,S0142,02/01/17,0,0,17,1.49,PR14,,PR03,,,
P0017,S0144,02/01/17,0,0,5,1.49,PR14,,PR03,,,
P0018,S0001,02/01/17,0,0,49,1.95,PR14,,PR03,,,
P0018,S0002,02/01/17,1,1.81,37,1.95,PR14,,PR03,,,
P0018,S0003,02/01/17,0,0,12,1.95,PR14,,PR03,,,
P0018,S0004,02/01/17,0,0,17,1.95,PR14,,PR03,,,
P0018,S0006,02/01/17,0,0,23,1.95,PR14,,PR03,,,
P0018,S0008,02/01/17,0,0,15,1.95,PR14,,PR03,,,
P0018,S0009,02/01/17,0,0,5,1.95,PR14,,PR03,,,
P0018,S0010,02/01/17,0,0,8,1.95,PR14,,PR03,,,
P0018,S0012,02/01/17,1,1.81,16,1.95,PR14,,PR03,,,
P0018,S0013,02/01/17,0,0,9,1.95,PR14,,PR03,,,
P0018,S0014,02/01/17,0,0,13,1.95,PR14,,PR03,,,
P0018,S0015,02/01/17,2,3.61,4,1.95,PR14,,PR03,,,
P0018,S0016,02/01/17,0,0,20,1.95,PR14,,PR03,,,
P0018,S0018,02/01/17,2,3.61,39,1.95,PR14,,PR03,,,
P0018,S0019,02/01/17,0,0,23,1.95,PR14,,PR03,,,
P0018,S0020,02/01/17,0,0,14,1.95,PR14,,PR03,,,
P0018,S0021,02/01/17,0,0,22,1.95,PR14,,PR03,,,
P0018,S0022,02/01/17,0,0,16,1.95,PR14,,PR03,,,
P0018,S0023,02/01/17,0,0,28,1.95,PR14,,PR03,,,
P0018,S0024,02/01/17,0,0,27,1.95,PR14,,PR03,,,
P0018,S0025,02/01/17,0,0,12,1.95,PR14,,PR03,,,
P0018,S0026,02/01/17,0,0,30,1.95,PR14,,PR03,,,
P0018,S0027,02/01/17,0,0,8,1.95,PR14,,PR03,,,
P0018,S0028,02/01/17,2,3.61,0,,PR14,,PR03,,,
P0018,S0030,02/01/17,1,1.81,5,1.95,PR14,,PR03,,,
P0018,S0031,02/01/17,0,0,1,1.95,PR14,,PR03,,,
P0018,S0032,02/01/17,0,0,23,1.95,PR14,,PR03,,,
P0018,S0033,02/01/17,1,1.81,5,1.95,PR14,,PR03,,,
P0018,S0034,02/01/17,0,0,20,1.95,PR14,,PR03,,,
P0018,S0035,02/01/17,0,0,11,1.95,PR14,,PR03,,,
P0018,S0038,02/01/17,2,3.61,65,1.95,PR14,,PR03,,,
P0018,S0039,02/01/17,0,0,27,1.95,PR14,,PR03,,,
P0018,S0040,02/01/17,0,0,15,1.95,PR14,,PR03,,,
P0018,S0041,02/01/17,0,0,21,1.95,PR14,,PR03,,,
P0018,S0043,02/01/17,0,0,83,1.95,PR14,,PR03,,,
P0018,S0044,02/01/17,0,0,2,1.95,PR14,,PR03,,,
P0018,S0045,02/01/17,0,0,8,1.95,PR14,,PR03,,,
P0018,S0049,02/01/17,0,0,27,1.95,PR14,,PR03,,,
P0018,S0050,02/01/17,0,0,21,1.95,PR14,,PR03,,,
P0018,S0051,02/01/17,1,1.81,9,1.95,PR14,,PR03,,,
P0018,S0052,02/01/17,0,0,42,1.95,PR14,,PR03,,,
P0018,S0053,02/01/17,1,1.81,9,1.95,PR14,,PR03,,,
P0018,S0055,02/01/17,0,0,48,1.95,PR14,,PR03,,,
P0018,S0056,02/01/17,1,1.81,2,1.95,PR14,,PR03,,,
P0018,S0058,02/01/17,0,0,22,1.95,PR14,,PR03,,,
P0018,S0062,02/01/17,0,0,34,1.95,PR14,,PR03,,,
P0018,S0063,02/01/17,0,0,15,1.95,PR14,,PR03,,,
P0018,S0065,02/01/17,0,0,22,1.95,PR14,,PR03,,,
P0018,S0066,02/01/17,0,0,23,1.95,PR14,,PR03,,,
P0018,S0067,02/01/17,0,0,19,1.95,PR14,,PR03,,,
P0018,S0068,02/01/17,0,0,5,1.95,PR14,,PR03,,,
P0018,S0070,02/01/17,0,0,14,1.95,PR14,,PR03,,,
P0018,S0073,02/01/17,0,0,21,1.95,PR14,,PR03,,,
P0018,S0074,02/01/17,1,1.81,13,1.95,PR14,,PR03,,,
P0018,S0077,02/01/17,0,0,1,1.95,PR14,,PR03,,,
P0018,S0078,02/01/17,0,0,16,1.95,PR14,,PR03,,,
P0018,S0080,02/01/17,0,0,2,1.95,PR14,,PR03,,,
P0018,S0082,02/01/17,0,0,14,1.95,PR14,,PR03,,,
P0018,S0083,02/01/17,0,0,18,1.95,PR14,,PR03,,,
P0018,S0084,02/01/17,4,7.22,16,1.95,PR14,,PR03,,,
P0018,S0085,02/01/17,0,0,16,1.95,PR14,,PR03,,,
P0018,S0086,02/01/17,0,0,6,1.95,PR14,,PR03,,,
P0018,S0087,02/01/17,0,0,14,1.95,PR14,,PR03,,,
P0018,S0088,02/01/17,0,0,24,1.95,PR14,,PR03,,,
P0018,S0089,02/01/17,0,0,20,1.95,PR14,,PR03,,,
P0018,S0090,02/01/17,0,0,20,1.95,PR14,,PR03,,,
P0018,S0091,02/01/17,0,0,2,1.95,PR14,,PR03,,,
P0018,S0093,02/01/17,0,0,2,1.95,PR14,,PR03,,,
P0018,S0094,02/01/17,0,0,17,1.95,PR14,,PR03,,,
P0018,S0095,02/01/17,0,0,19,1.95,PR14,,PR03,,,
P0018,S0096,02/01/17,0,0,7,1.95,PR14,,PR03,,,
P0018,S0097,02/01/17,0,0,37,1.95,PR14,,PR03,,,
P0018,S0099,02/01/17,2,3.61,4,1.95,PR14,,PR03,,,
P0018,S0102,02/01/17,0,0,5,1.95,PR14,,PR03,,,
P0018,S0103,02/01/17,0,0,9,1.95,PR14,,PR03,,,
P0018,S0104,02/01/17,0,0,78,1.95,PR14,,PR03,,,
P0018,S0105,02/01/17,0,0,27,1.95,PR14,,PR03,,,
P0018,S0106,02/01/17,0,0,25,1.95,PR14,,PR03,,,
P0018,S0107,02/01/17,0,0,24,1.95,PR14,,PR03,,,
P0018,S0108,02/01/17,0,0,6,1.95,PR14,,PR03,,,
P0018,S0110,02/01/17,0,0,31,1.95,PR14,,PR03,,,
P0018,S0112,02/01/17,1,1.81,0,,PR14,,PR03,,,
P0018,S0113,02/01/17,0,0,14,1.95,PR14,,PR03,,,
P0018,S0115,02/01/17,0,0,36,1.95,PR14,,PR03,,,
P0018,S0116,02/01/17,0,0,9,1.95,PR14,,PR03,,,
P0018,S0117,02/01/17,0,0,8,1.95,PR14,,PR03,,,
P0018,S0119,02/01/17,0,0,2,1.95,PR14,,PR03,,,
P0018,S0120,02/01/17,0,0,10,1.95,PR14,,PR03,,,
P0018,S0122,02/01/17,0,0,24,1.95,PR14,,PR03,,,
P0018,S0123,02/01/17,0,0,10,1.95,PR14,,PR03,,,
P0018,S0124,02/01/17,0,0,1,1.95,PR14,,PR03,,,
P0018,S0125,02/01/17,0,0,43,1.95,PR14,,PR03,,,
P0018,S0126,02/01/17,0,0,10,1.95,PR14,,PR03,,,
P0018,S0127,02/01/17,0,0,10,1.95,PR14,,PR03,,,
P0018,S0130,02/01/17,0,0,21,1.95,PR14,,PR03,,,
P0018,S0131,02/01/17,0,0,16,1.95,PR14,,PR03,,,
P0018,S0132,02/01/17,0,0,37,1.95,PR14,,PR03,,,
P0018,S0135,02/01/17,0,0,13,1.95,PR14,,PR03,,,
P0018,S0137,02/01/17,0,0,26,1.95,PR14,,PR03,,,
P0018,S0138,02/01/17,1,1.81,6,1.95,PR14,,PR03,,,
P0018,S0139,02/01/17,0,0,8,1.95,PR14,,PR03,,,
P0018,S0140,02/01/17,0,0,7,1.95,PR14,,PR03,,,
P0018,S0141,02/01/17,0,0,24,1.95,PR14,,PR03,,,
P0018,S0142,02/01/17,0,0,2,1.95,PR14,,PR03,,,
P0018,S0143,02/01/17,0,0,6,1.95,PR14,,PR03,,,
P0018,S0144,02/01/17,0,0,25,1.95,PR14,,PR03,,,
P0024,S0001,02/01/17,0,0,23,1.95,PR14,,PR03,,,
P0024,S0002,02/01/17,0,0,36,1.95,PR14,,PR03,,,
P0024,S0020,02/01/17,0,0,45,1.95,PR14,,PR03,,,
P0024,S0031,02/01/17,0,0,17,1.95,PR14,,PR03,,,
P0024,S0038,02/01/17,0,0,30,1.95,PR14,,PR03,,,
P0024,S0040,02/01/17,1,1.81,39,1.95,PR14,,PR03,,,
P0024,S0043,02/01/17,0,0,84,1.95,PR14,,PR03,,,
P0024,S0051,02/01/17,0,0,11,1.95,PR14,,PR03,,,
P0024,S0056,02/01/17,1,1.81,10,1.95,PR14,,PR03,,,
P0024,S0066,02/01/17,0,0,5,1.95,PR14,,PR03,,,
P0024,S0085,02/01/17,1,1.81,45,1.95,PR14,,PR03,,,
P0024,S0094,02/01/17,0,0,56,1.95,PR14,,PR03,,,
P0024,S0097,02/01/17,0,0,49,1.95,PR14,,PR03,,,
P0024,S0104,02/01/17,0,0,28,1.95,PR14,,PR03,,,
P0024,S0110,02/01/17,0,0,16,1.95,PR14,,PR03,,,
P0024,S0115,02/01/17,0,0,37,1.95,PR14,,PR03,,,
P0024,S0126,02/01/17,0,0,20,1.95,PR14,,PR03,,,
P0035,S0001,02/01/17,2,4.54,14,2.45,PR14,,PR03,,,
P0035,S0002,02/01/17,2,4.54,15,2.45,PR14,,PR03,,,
P0035,S0003,02/01/17,1,2.27,8,2.45,PR14,,PR03,,,
P0035,S0008,02/01/17,0,0,5,2.45,PR14,,PR03,,,
P0035,S0009,02/01/17,0,0,15,2.45,PR14,,PR03,,,
P0035,S0011,02/01/17,0,0,1,2.45,PR14,,PR03,,,
P0035,S0012,02/01/17,0,0,8,2.45,PR14,,PR03,,,
P0035,S0013,02/01/17,2,4.54,5,2.45,PR14,,PR03,,,
P0035,S0014,02/01/17,1,2.27,4,2.45,PR14,,PR03,,,
P0035,S0015,02/01/17,1,2.27,5,2.45,PR14,,PR03,,,
P0035,S0016,02/01/17,0,0,2,2.45,PR14,,PR03,,,
P0035,S0018,02/01/17,0,0,1,2.45,PR14,,PR03,,,
P0035,S0020,02/01/17,0,0,2,2.45,PR14,,PR03,,,
P0035,S0021,02/01/17,0,0,4,2.45,PR14,,PR03,,,
P0035,S0022,02/01/17,0,0,1,2.45,PR14,,PR03,,,
P0035,S0023,02/01/17,2,4.54,49,2.45,PR14,,PR03,,,
P0035,S0024,02/01/17,1,2.27,0,2.45,PR14,,PR03,,,
P0035,S0025,02/01/17,2,4.54,7,2.45,PR14,,PR03,,,
